id,title.main_title,title.subtitle,date.date_display,date.date_display_classification,date.date_radical,date.date_radical_classification,subjects.topics,subjects.form_genre,edition_enumeration,classifications,contributions,languages,places,relationships,held_by,electronic_locator,summary,notes,cluster,pc1,pc2
4690,A melancholy lesson for Englishmen. A letter from the author of L'Esprit des Loix to M. le Chevalier de Bruant (from Voltaire's Letters),,1794,,,,Politics and government (FAST Topic),"Correspondence, reminiscences, etc. (FAST Forms)",,New edition (Printing and Publishing Status); Partial (Translation Status),translator::person::2434::Thomas Francklin; publisher::person::2211::Thomas Spence,English,,"::other edition::3314::Three letters of M. de Montesquieu to M. le Chevalier de Bruant (1770); ::part of::3316::One pennyworth of pig's meat or, Lessons for the swinish multitude. Collected by the poor man's advocate, in the course of his reading for more than twenty years. Intended to promote among the labouring part of mankind proper ideas of their situation, of their importance, and of their rights And to convince them that their forlorn condition has not been entirely overlooked and forgotten, nor their just cause unpleaded, neither by their maker not by the best and most enlightened of men in all ages (1793/1795)",,https://quod.lib.umich.edu/e/ecco/004910016.0001.002?rgn=main;view=fulltext,,"Pig's meat, vol. 2 (1794), p. 157-159. Translation of the first of three letters to the Chevalier de Bruant, taken from a volume of correspondence by Voltaire and attributed to Montesquieu.The attribution is contested. See Cathérine Volpilhac-Auger, 'Works and writings attributed to Montesquieu', in: A Montesquieu Dictionary http://dictionnaire-montesquieu.ens-lyon.fr/en/article/1378157061/en/.  The letter is about the despotism of princes.",4,-0.7262533068560288,-0.25943955491530946
4257,"An abridgement of the law of nature, or Catechism of French citizens. Translated from the French of C.F. Volney",,1796,,,,Conduct of life (FAST Topic); Law (FAST Topic),Catechisms (FAST Forms); Instructional and educational works (FAST Forms),,Abridged (Translation Status); Retranslation (Translation Status),translator::person::2023::Anonymous (120),English,2643743::London::United Kingdom,"::translation of::2878::La loi naturelle, ou Catéchisme du citoyen français (1793)",,https://www.google.co.uk/books/edition/An_Abridgement_of_the_Law_of_Nature_Or_C/KWcimoWA6uwC?hl=en&gbpv=0,On title page: 'Printed for the instruction of the people'.,Retranslation or abridgment of Daniel Isaac Eaton's translation?,4,-0.9872811102338053,-0.135891454508062
3949,"An abridgment of the history of England, from the invasion of Julius Cæsar, to the death of George II",,1783,,,,History (FAST Topic); Politics and government (FAST Topic),Essays (FAST Forms),,Source-text (Translation Status),publisher::person::2888::Francis and Charles Rivington; publisher::person::2912::George Kearsley; publisher::person::1828::George Robinson (G. Robinson); author::person::1283::Oliver Goldsmith; publisher::person::2703::Thomas Cadell,English,,,,,,,1,-0.605496181076368,-0.8672669279147763
4473,"An account of the life of Sieyès, member of the first National Assembly, and of the Convention. Written at Paris, in Messidor, the second year of the Republican Æra, June and July, 1794. Translated from the French. Published in Switzerland, 1795",,1795,,,,Human rights (FAST Topic); Law (FAST Topic); Politics and government (FAST Topic),Legislative materials (FAST Forms),,Appendix (Paratext Forms); Notes (Paratext Forms); Hermeneutical (Paratext Functions); Integral (Translation Status); Retranslation (Translation Status),translator; author::person::2155::Anonymous (155),English,,"::translation of::3812::Préliminaire de la Constitution française, reconnaissance et exposition raisonnée des droits de l'homme & du citoyen (1789-07-22); ::paratext of::3076::An account of the life of Sieyès, member of the first National Assembly, and of the Convention. Written at Paris, in Messidor, the second year of the Republican Æra, June and July, 1794. Translated from the French. Published in Switzerland, 1795 (1795)",organisation::1221::British Library,https://www.google.co.uk/books/edition/An_Account_of_the_Life_of_Sieyes/khkwAAAAYAAJ?hl=en&gbpv=1,,"A review in the Analytical Review from 1796 (also published by J Johnson) declares ""we have no doubt that this sketch of the life of Sieyès is written by himself"", while the Preface dedicates this ""Summary sketch of a life faithfully and simply developed"" to ""CALUMNY"". The work is mostly a defense of his behaviour up to 1794 against the various accusations of his political opponents, including, most recently, being a tool of Robespierre.

The appendix includes annotated copies of ""A preliminary to the constitution. An Acknowledgement and Explanatory display of the rights of Men and Citizens. Read the 20th & 21st July, 1789, in the committee of the constitution"", and ""Voluntary Declaration proposed to the Patriots of the Eighty-three Departments, June 17, 1791'. The translation terms used to annotate this paratext refer to the translation of ""Préliminaire de la Constitution française"".

While the bulk of the footnotes are provided by ""the French editors"", the translator occasionally clarifies, sympathizes (eg at Sieyes' attack on the Jacobins and their abuse of the ""people""), and intervenes, most distinctly against Sieyes' distinction between active and passive citizens in ""A preliminary to the constitution'. 

Firstly, he or she states that there is no person who does not contribute to the state since very consumer (who pays taxes) is by default also a contributor. But more importantly, ""the strongest objection to this doctrine of true active citizens excluding the poor is that society is not merely an association to defend our goods and chattels, but likewise to secure the infinitely more valuable attributes of intellectual existence"". (p.98)",4,-0.6763163065112364,0.03244981329123478
4472,"An account of the life of Sieyès, member of the first National Assembly, and of the Convention. Written at Paris, in Messidor, the second year of the Republican Æra, June and July, 1794. Translated from the French. Published in Switzerland, 1795",,1795,,,,,Biographies (FAST Forms),,Integral (Translation Status),translator::person::2155::Anonymous (155); publisher::person::1737::Joseph Johnson,English,2643743::London::United Kingdom,"::translation of::3075::Notice sur la vie de Sieyès, Membre de la première Assemblée Nationale et de la Convention, écrite à Paris, en messidor, deuxième année de l'ère républicaine (vieux style, juin 1794) (L'an troisième (1794))",,https://books.google.be/books?id=khkwAAAAYAAJ&printsec=frontcover&dq=oelsner+life+of+sieyes&hl=nl&sa=X&ved=2ahUKEwiog_HF14fuAhUF8BQKHabxCVwQ6wEwAHoECAIQAQ#v=onepage&q&f=false,,"Leech notes that the translator shows his or her radical point of view by criticizing Sieyès' moderate position in a footnote. Leech, Cosmopolitanism, p. 139.",4,-1.042079382511666,-0.06041264847686102
4724,"An address from the National Convention of France, to British soldiers and sailors",,,,,,,,,Preface (Paratext Forms); Hermeneutical (Paratext Functions),author::person::2334::A lover of peace and liberty,English,,"::paratext of::3352::An address from the National Convention of France, to British soldiers and sailors (1793-09)",,https://books.google.be/books?id=VxVQAQAAIAAJ&printsec=frontcover&dq=salmagundy+for+swine&hl=nl&sa=X&ved=2ahUKEwiMjfSs6onwAhWPX8AKHRTBBjYQ6wEwA3oECAEQAQ#v=onepage&q&f=false,"'Sir, having met with several different copies of the following animated address, I herewith send you that which I believe to be the most correct, wishing if it should meet with your approbation, that you should republish it, since, by doing so you would certainly aid the cause of Liberty'.",,2,-0.6484297890136667,0.31995761084804664
4723,"An address from the National Convention of France, to British soldiers and sailors",,1793-09,,,,Human rights (FAST Topic); Politics and government (FAST Topic); War (FAST Topic),Speeches (FAST Forms),,New edition (Printing and Publishing Status); Unknown (Translation Status),editor; publisher::person::2146::Daniel Isaac Eaton,English,2643743::London::United Kingdom,"::part of::3379::Hog's wash, or, a Salmagundy for swine, consisting of the choicest viands, contributed by the cooks of the present day, and of the highest favoured delicacies, composed by the caterers of former ages (1793/1795); ::other edition::3351::Address from the National Convention of France to the British soldiers and sailors",,https://books.google.be/books?id=VxVQAQAAIAAJ&printsec=frontcover&dq=salmagundy+for+swine&hl=nl&sa=X&ved=2ahUKEwiMjfSs6onwAhWPX8AKHRTBBjYQ6wEwA3oECAEQAQ#v=onepage&q&f=false,,"Politics for the People, vol. 1, part. 1, n. 1 (September 1793), p. 5-7.",4,-1.0647894600715462,-0.6559237521036264
3704,An address to the opposers of the repeal of the Corporation and Test Acts,,1790,,,,Human rights (FAST Topic); Politics and government (FAST Topic); Revolutions (FAST Topic),Pamphlets (FAST Forms); Speeches (FAST Forms),,Source-text (Translation Status),author::person::1471::Anna Letitia Barbauld; publisher::person::1737::Joseph Johnson,English,2643743::London::United Kingdom,,,https://books.google.co.uk/books?id=JtwfmAEACAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,Price one shilling.,4,-0.931514985724361,-1.1925966442598175
4594,Analisi della superstizione operetta interessantissima dell'abbate Mably traduzione dal francese,,1798,,,,Anti-clericalism (FAST Topic),Dialogues (Literature) (FAST Forms),,Integral (Translation Status),publisher::person::2777::Giambatista Caffarelli; translator::person::1435::Giuseppe Podestà (Anonymous),Italian,3176219::Genoa::Italy,::translation of::3214::De la superstition (1790),,,,,0,-0.18107144203913086,1.20565076267298
5105,"Analyse de l'Esprit des lois, par M. d'Alembert.",,1755,,,,Politics and government (FAST Topic),Essays (FAST Forms),,Source-text (Translation Status),author::person::1674::Jean Le Rond d'Alembert,French,2759794::Amsterdam::Netherlands,,,,,,3,0.5502529960712088,-0.703105435492327
3848,"Analysis of the Science of Legislation, from the Italian of the Chevalier Filangieri",,,,,,,,,Epigraph (Paratext Forms); Notes (Paratext Forms); Preface (Paratext Forms); Meta-communicative (Paratext Functions),author::person::1561::William Kendall,English,,"::paratext of::2220::Analysis of the Science of Legislation, from the Italian of the Chevalier Filangieri (1791)",,,"In the preface Kendall explained the reason to introduce a work by a foreigner in these terms: (p.III-IV) ""Notwithstanding the many excellent productions of a political tendency which at intervals have appeared in England, it may be doubted whether the national character has yet attained energy sufficient to counteract the artifices of party eloquence. [...] our opinions are determined rather by the stubbornness of prepossession, than by the influence of judicious inquiry: and the distrust which accompanies our prejudices [...] effectually prevents our deriving any considerable benefit from their abilities [...] Under such circumstances it seems peculiarly reasonable to introduce a foreign Author to notice, whose arguments, unsullied by the remotest suspicion of interest or national attachments, may be examined by all parties without diffidence or apprehension. [...] (p.V) the following pages have been cautiously compared with the original, although a literal translation has by no means been aimed at, it is presumed they may at least lay claim to the praise of fidelity in all that regards the Author's sense. [...] (the Translator) is inclined to a opinion, that the liberal (p. VI) and manly stile adopted by this writer, in exposing the numerous errors which disgrace our present systems of jurisprudence [...] (p. VI) will render a translation, executed with fidelity, by no means unacceptable to an English reader"".",,2,-0.6467683734231198,0.40252243617333244
3847,"Analysis of the Science of Legislation, from the Italian of the Chevalier Filangieri",,1791,,,,Human rights (FAST Topic); Politics and government (FAST Topic),Essays (FAST Forms),,Partial (Translation Status),publisher::person::1828::George Robinson (G.G.J. and J. Robinson); translator::person::1561::William Kendall,English,2643743::London::United Kingdom,::translation of::2572::La scienza della legislazione (1780/1785),organisation::1221::British Library,https://books.google.co.uk/books?id=wKBXAAAAcAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,"Kendall only translated the first volume of Filangieri's seven-volume work. A later translation from 1806 by Sir Richard Clayton, published by Thomas Ostell, added the second volume but lacked the Introduction and the Plan Raisonné, much quoted in this text.

For more on the translation history, see, Antonio Trampus, 'La Scienza della Legislazione: saggio Bibliografico', in Rivista Storica Italiana, 117,1 (2005), pp.309-59; also Pietro Costa, Carla De Pascale
& Mario Ricciardi, 'Gaetano Filangieri’s The Science of Legislation, Edizioni della Laguna, 2003-2004,' in Iris (1 April 2009, pp.253-76).",4,-1.1105930572745675,-0.7455007776314554
4354,"An appeal to impartial posterity, by Madame Roland, wife of the minister of the interior, or, a Collection of tracts written by her during her confinement in the prisons of the Abbey, and St. Pelagie, in Paris. Translated from the French original",,1795,,,,,Autobiographies (FAST Forms),,Integral (Translation Status),translator::person::2043::Anonymous (128); publisher::person::1737::Joseph Johnson,English,2643743::London::United Kingdom,"::translation of::2960::Appel à l'impartiale postérité, par la Citoyenne Roland, femme du Ministre de L'Intérieur, ou recueil des écrits qu'elle a rédigés, pendant sa détention aux prisons de l'Abbaye et de Sainte-Pélagie (1795)",,https://books.google.co.uk/books?id=Uj89AAAAYAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,"One of several important post-Terror publications that paid homage to the Girondins and their ideals. The preface by the editor of the French source text, included in the translation, stresses the Roland couple's staunch republicanism.",4,-1.0493403971600253,-0.05551226844043903
4486,"An appeal to impartial posterity, by Madame Roland, wife of the minister of the interior, or, a Collection of tracts written by her during her confinement in the prisons of the Abbey, and St. Pelagie, in Paris. Translated from the French original",,1796,,,,,Autobiographies (FAST Forms),,Re-issues (Printing and Publishing Status); Integral (Translation Status),translator::person::2043::Anonymous (128); publisher::person::2162::John Chambers,English,2964574::Dublin::Ireland,"::other edition::3089::An appeal to impartial posterity, by Madame Roland, wife of the minister of the interior, or, a Collection of tracts written by her during her confinement in the prisons of the Abbey, and St. Pelagie, in Paris. Translated from the French original (1795)",,,,,4,-0.6894425861174577,0.26345867200140594
4663,"An appeal to impartial posterity, by Madame Roland, wife of the minister of the interior, or, a Collection of tracts written by her during her confinement in the prisons of the Abbey, and St. Pelagie, in Paris. Translated from the French original",,1796,,,,,Autobiographies (FAST Forms),,Integral (Translation Status),translator::person::2043::Anonymous (128); publisher::person::1737::Joseph Johnson,English,2643743::London::United Kingdom,"::other edition::3282::An appeal to impartial posterity, by Madame Roland, wife of the minister of the interior, or, a Collection of tracts written by her during her confinement in the prisons of the Abbey, and St. Pelagie, in Paris. Translated from the French original (1795)",,https://go.gale.com/ps/retrieve.do?tabID=Monographs&resultListType=RESULT_LIST&searchResultsType=SingleTab&hitCount=54&searchType=AdvancedSearchForm&currentPosition=24&docId=GALE%7CCW0105040608&docType=Monograph&sort=Pub+Date+Forward+Chron&contentSegment=ZCFA&prodId=ECCO&pageNum=2&contentSet=GALE%7CCW0105040608&searchId=R14&userGroupName=kings&inPS=true,,"Second, revised edition.",4,-1.0493403971600255,-0.055512268440439036
4696,"An appeal to the inhabitants of Birmingham, designed as an answer to Job Nott, buckle-maker. By his elder brother John Nott, button-maker, and first cousin to John Nott, button-burnisher",,1792,,,,Human rights (FAST Topic); Politics and government (FAST Topic); Religion (FAST Topic),Pamphlets (FAST Forms),,Source-text (Translation Status),"publisher; author::person::2317::Anonymous (185) (John Nott, button-maker)",English,2655603::Birmingham::United Kingdom,,,"https://books.google.be/books?id=VQhgAAAAcAAJ&pg=PA25&lpg=PA25&dq=%22SCARCE+had+the+genius+finished+these+words,+before+an+immense+noise+was+heard+towards+the+west%22&source=bl&ots=10FuE-svGx&sig=ACfU3U2iht-l67Vnm6G57rNyjEaxgDumHg&hl=nl&sa=X&ved=2ahUKEwjk_t3ov_3vAhW7gf0HHUy_BDcQ6AEwAXoECAIQAw#v=onepage&q&f=false",,"Radical pamphlet citing various radical writers including Volney and Paine. Written and published under the pseudonym 'John Nott, button-maker'.",4,-0.5578470375415548,-0.7399028703782466
4480,"A narrative of the proceedings relating to the suspension of the King of the French on the 10th of August, 1792",,1792,,,,Politics and government (FAST Topic); Revolutions (FAST Topic),Essays (FAST Forms),,Integral (Translation Status),author::person::2160::J.B. d'Aumont; publisher::person::2161::Matthew Falkner; author::person::2158::Thomas Cooper,English,2643123::Manchester::United Kingdom,,,https://books.google.be/books?id=iGVZAAAAcAAJ&printsec=frontcover&dq=A+narrative+of+the+proceedings+relating+to+the+suspension+of+the+King+of+the+French&hl=nl&sa=X&ved=2ahUKEwie57PGiYruAhVkxoUKHcpjABgQ6wEwAHoECAEQAQ#v=onepage&q=A%20narrative%20of%20the%20proceedings%20relating%20to%20the%20suspension%20of%20the%20King%20of%20the%20French&f=false,,"In a letter included in the advertisement, D'Aumont (pseudonym?) claims to have written the narrative in English and to have relied on Cooper for corrections. The narrative is supplemented by a an appendix containing two translations: Condorcet's Reflections on the English revolution of 1688 and that of the French, August 10, 1792 and An exposition of the motives, which induced the National Assembly to proclaim the convocation of a National Convention, both translated by Cooper.

Cooper was not prosecuted for the publication, since the octavo format made it too expensive for a popular public. Leech, Cosmopolitanism, p. 153.

Negative review in The Critical Review, vol. VII (London, 1793), p. 56-60.",4,-0.7120102336888924,-0.29806188155320473
4481,"A narrative of the proceedings relating to the suspension of the King of the French on the 10th of August, 1792",,,,,,,,,Notes (Paratext Forms); Preface (Paratext Forms); Hermeneutical (Paratext Functions); Meta-communicative (Paratext Functions),author::person::2158::Thomas Cooper,English,,"::paratext of::3083::A narrative of the proceedings relating to the suspension of the King of the French on the 10th of August, 1792 (1792)",,,"Cooper in the advertisement to the narrative: 'I have no doubt of the fidelity and correctness of this narrative, and I have strictly complied with my correspondents request, in adding some explanatory observations, but leaving the facts as he has related them'.

Cooper in the advertisement to the Appendix: 'These two papers relating to the same course of events which form the subject of the preceding pages, I thought would be deemed no unacceptable addition'. 

On p. 46, between Condercet's text and the National Convention piece, Cooper explains the origins of the source texts: 'The preceding translation is copied with some slight alterations from the Star. It was deemed unnecessary to retranslate so short a piece. The succeeding exposition is translated expressly from the original'.","The translator's advertisement cites a letter from D'Aumont claiming to have written the narrative in English and to have relied on Cooper for corrections. He further declares to have written the narrative with an English public in mind, in order to counter faulty narratives of the revolution already in circulation.

In the notes, Cooper comments on the meaning of certain French terms and provides some additional facts.

Leech, Cosmopolitanism, p. 151.",2,-0.6518518097047865,0.4532126054066135
4283,"An authentic account of an embassy from the King of Great Britain to the Emperor of China, including cursory observations made, and information obtained, in travelling through that ancient empire, and a small part of Chinese Tartary",,1797,,,,,Travel writing (FAST Forms),,Source-text (Translation Status),"author::person::1817::George Leonard Staunton; author::person::1816::George Macartney; publisher::organisation::2374::Nicol, George",English,2643743::London::United Kingdom,,,,,,4,-0.8972787970083776,-0.6287128432944477
4285,"An authentic account of an embassy from the King of Great Britain to the Emperor of China, including cursory observations made, and information obtained, in travelling through that ancient empire, and a small part of Chinese Tartary",,,,,,,,,Notes (Paratext Forms); Preface (Paratext Forms); Hermeneutical (Paratext Functions); Meta-communicative (Paratext Functions),author::person::1198::Jean-Henri Castéra,French,,"::paratext of::2898::Voyage dans l'intérieur de la Chine et en Tartarie, fait dans les années 1792, 1793 et 1794, par Lord Macartney ambassadeur du Roi dʹAngleterre auprès de lʹEmpereur de la Chine. Traduit, avec des notes, par J. Castéra (Year 7 (1798))",,,"p. iii: 'Et le pape et le roi de France, s'imaginoient bonnement que le souverain du plus vaste Empire du monde embrasseroit la Religion chrétienne à la vue de quelques Moines fanatiques, qui n'entendoient point sa langue, mais ces Moines furent obligés de regagner leur pays'.
p. viii: 'Les Hollandais, dont les longs combats contre leurs tyrans avoient redoublé l'énergie...'.","Catéra's preface and footnotes contain strong republican and anti-despotic statements regarding the history of European countries which made contact with China in the past. 

In order the make the book 'more interesting', the translator has complemented his translation with additional observations taken from other writers and with an introductory chapter on Chinese history by his own hand.

URL is to the second edition.",2,0.46522987524576703,0.5397962680282195
5281,An Authentic Copy of the French Constitution,"As Revised and Amended by the National Assembly, and Presented to the King on the Third of September, 1791. Translated from the Original, Published by Order of the National Assembly. To which is Added, a Copy of the King's Letter to the National Assembly",1791,,,,Politics and government (FAST Topic),Constitutions (FAST Forms),,Extended (Translation Status); Integral (Translation Status),publisher::person::2736::John Debrett,English,2643743::London::United Kingdom,"::translation of::3940::La Constitution française présentée au Roi le 3 septembre 1791, et acceptée par Sa Majesté le 24 du même mois (1791)",,https://www.google.co.uk/books/edition/_/Swo-AQAAMAAJ?hl=en&gbpv=1,,Url to 1811 reprint,4,-0.989112911659039,-0.28346280103952404
4847,"An authentic copy of the new constitution of France, adopted by the National Convention, June 23, 1793",,1794-12,,,,Human rights (FAST Topic); Law (FAST Topic),Constitutions (FAST Forms),,New edition (Printing and Publishing Status); Integral (Translation Status),translator::person::2146::Daniel Isaac Eaton; publisher::person::2325::James Ridgway; publisher::person::2838::John Bew; editor::person::2331::John Lawrence,English,2643743::London::United Kingdom,"::other edition::3476::An authentic copy of the new constitution of France, as adopted by the National Convention, June 23, 1793. Faithfully translated from the French (1793); ::part of::3477::Patriot's calendar, for the year 1795, containing the usual English almanack, the French calendar, with the corresponding days of our stile, the French declaration of rights, and republican constitution, the American constitution, Magna Charta translated, the Bill of Rights, a chronological table of the French Revolution, Chenier's hymn to liberty in French, the words and music of Ca-Ira, the Marsellois hymn, the Carmagnole and the Chant Civique, a collection of the best odes and fugitive pieces of poetry in favour of liberty, with a new and correct map of France, and another of the northern theatre of war, &c. &c. (1794-12)",,"https://books.google.be/books?id=2UzujKThyxMC&pg=PA1&dq=Patriot%27s+Calendar+for+the+year+1795,+containing+the+usual+English+Almanack,&hl=nl&sa=X&ved=2ahUKEwi7tJ-717LwAhXbPsAKHaHuCK4Q6wEwAXoECAIQAQ#v=onepage&q&f=false",,"Reprint of the Declaration of Rights and the Constitution of 1793 in the Patriot's Calendar for 1795, p. 17-30. Followed by the Constitution of the United States.",4,-1.1618476423045059,-0.24157306921639635
4946,"An authentic copy of the new constitution of France, as adopted by the National Convention, June 23, 1793. Faithfully translated from the French",,1793,,,,Human rights (FAST Topic); Law (FAST Topic); Politics and government (FAST Topic),Constitutions (FAST Forms),,Integral (Translation Status),publisher::person::2146::Daniel Isaac Eaton; translator::person::2146::Daniel Isaac Eaton,English,2643743::London::United Kingdom,::translation of::3578::Acte constitutionnel du 24 juin 1793 (1793-06-24),organisation::1221::British Library,,,"Price three pence. Given his earlier translation work, Eaton may have been the translator, but there is no proof. Since all ensuing editions of the Constitution of the Year I are identical, we assume they are based on this edition. This is not certain; the Debrett edition of 1793 may also have been the source.",4,-1.0632825622103448,-0.4351013962698171
5034,Anecdote of J.J. Rousseau,,1797-05-15,,,,Conduct of life (FAST Topic),Biographies (FAST Forms),,New edition (Printing and Publishing Status); Partial (Translation Status),publisher; translator::person::1298::Richard Lee,,4560349::Philadelphia::United States,::other edition::3669::Studies of nature. By James-Henry-Bernardin de Saint-Pierre. Translated by Henry Hunter D.D. (1796); ::part of::3670::The American Universal Magazine (1797/1798),organisation::1221::British Library,,,"May 1797, vol. 2, p. 224. Anecdote by Rousseau about buying apples for the poor people at a village fair. The morale is that doing good should be done judiciously. The fragment is one of many excerpt in the magazine from the English translation of Bernardin Saint-Pierre's Studies of Nature.",0,-0.2191543989637467,0.35948128749587926
4497,Anedotti di Benjamin Franklin,,1799-04-20,,1 fiorile anno 7,French Republican Calendar (Wikidata),Conduct of life (FAST Topic),Sayings (FAST Forms),,Partial (Translation Status),translator::person::2171::Anonymous (151),Italian,3172394::Naples::Italy,"::translation of::3101::Vie de Benjamin Franklin, écrite par lui-même. Suivie de ses oeuvres morales, politiques et littéraires, dont la plus grande partie n'avoit pas encore été publiée (1798); ::part of::3102::Giornale estemporaneo (11 germile- 2 pratile anno 7 repubblicano (1799-03-31/1799-05-21))",,,,"These extracts of Franklin's autobiography appeared on the issues n.4 and n.5 under the title ""Anedotti"" and ""Vita di Beniamino Franklin scritta da se medesimo"".",0,-0.06463159746389549,1.082094710942022
5311,"An Enquiry Concerning the Intellectual and Moral Faculties, and Literature of Negroes","followed with an account of the life and works of fifteen negroes & mulattoes, distinguished in science, literature and the arts",,,,,,,,Dedication (Paratext Forms); Preface (Paratext Forms); Community-building (Paratext Functions); Text-activating (Paratext Functions),author::person::2714::David Baillie Warden,English,,"::paratext of::3970::An Enquiry Concerning the Intellectual and Moral Faculties, and Literature of Negroes: followed with an account of the life and works of fifteen negroes & mulattoes, distinguished in science, literature and the arts (1810)",,https://digital.tcl.sc.edu/digital/collection/access/id/1077,,"Warden's translation has a preface and dedication, ""To all the men who have had the courage to please the cause of the unhappy blacks and mulattoes, whether by the the publication of their works, or by discussions in national assemblies etc."" The list includes:

Frenchmen: Adanson, Bernardin St Pierre, Boissy d’Anglas, Brissot, Carra, Clavière, Condorcet, Dessessarts, D’Estaing, Ducis, Dupont de Nemours, La Fayette, Fauchet, Ferrand de Baudieres, Garat, Garran [de Coulon], Genty, Gramagnac, St John Crevecoeur, Lanthenas, Mirabeau, Montesquieu, Milscent, Necker, Pétion, La Rochefoucault, Roederer, Sieyès, Sonthonax, Tracy, Turgot.

Englishmen: Mrs. Barbauld, Mrs Behn, T. Clarkson, [Thomas] Cooper, Charles Crawford, [Erasmus] Darwin, [George] Dyer, James Foster, Charles Fox, George Fox, Thomas Gisburne, James Grainger, Grandville Sharpe, Lord Holland, Horne Took[e], Francis Hutchinson, [James] Mackintosh, Miss Hannah More, Mungo Park, John Newton, Mrs Opie, Pitt, Pratt, Price, Priestley, James Ramsay, [William] Roscoe, Sheridan, Southey, [Charles] Stanhope, Sterne, Stone, Thelwall, Thompson, John Wesley, Wilberforce, Miss Helen Maria Williams, Miss Yearsley.

Americans: Joel Barlow, Franklin, Imlay, Livingston, Madison, Rush, John Vaughen (sic), D.B. Warden.

Negroes & Mulattoes: Cugoano, Othello, Phillis Wheatley, Raymond, Ignatius Sancho, Gustavus Vasa.

Italians: Cardinal Cibo, abbé Pierre, Tamburini.

Also Germans, Danes, Swedes, Hollanders and one Spaniard.

In his Preface, Warden cited from his former professor from Glasgow, John Millar, “Negro slavery is contrary to the sentiments of humanity and the principles of justice”, recalling his teaching that any bargain entered into at the cost of liberty is unequal and ""ought to be broken"". Europeans were so ""ardent"" to amass riches, he noted, that they, ""affected to believe, that the black colour of the negro was sufficient excuse… to treat him worse than a brute"". He ends with a quotation from Curran's defence at the trial of the United Irishman, Archibald Hamilton Rowan. 

He apologizes to his readers for having to translate, at haste, from the author's manuscript.",2,-0.6329088753222043,0.361743469831275
5309,"An Enquiry Concerning the Intellectual and Moral Faculties, and Literature of Negroes","followed with an account of the life and works of fifteen negroes & mulattoes, distinguished in science, literature and the arts",1810,,,,Antislavery movements (FAST Topic),Essays (FAST Forms),,Integral (Translation Status),translator::person::2714::David Baillie Warden; publisher::person::2715::Thomas Kirk,English,5110302::Brooklyn::United States,"::translation of::3969::De la littérature des Nègres, ou, Recherches sur leurs facultés intellectuelles, leurs qualités morales et leur littérature : suivies de notices sur la vie et les ouvrages des Nègres qui se sont distingués dans les sciences, les lettres et les arts (An VIII (1808))",,https://digital.tcl.sc.edu/digital/collection/access/id/1077,,"The translation of Grégoire's book became an immediate rallying point for the nascent abolitionist cause in America. As the long listing of dedicatees (many of whom were still living when the book went to press) shows, the English abolitionist movement was considerably larger and more established than its counterpart in America at this time. Britain had abolished the slave trade in 1807 and the US follows suit in 1808.

Its examples of African-American achievement, especially the biographical listings in Chapter VII, with their accounts of the lives of Toussaint Louverture, Ogé, Equiano, Ignatius Sancho & Phyllis Wheatley, remained the standard source for abolitionist writings throughout the nineteenth century.

See David Wilson, 'United Irishmen, United States: Immigrant Radicals in the Early Republic' (1998, Cornell University Press).",4,-0.7171933422186748,0.06334652125419002
3493,"An essay on colonization particularly applied to the western coast of Africa, with some free thoughts on cultivation and commerce. Also brief descriptions of the colonies already formed, or attempted, in Africa, including those of Sierra Leona and Bulama",,1794,,,,Antislavery movements (FAST Topic); Economics (FAST Topic); Politics and government (FAST Topic),Essays (FAST Forms),,Source-text (Translation Status),author::person::1342::Carl-Bernhard Wadström,English,,,,,,,4,-0.5894628471714374,-0.8072142870301685
